,iid,gender,pid,match,int_corr,age_o,race_o,dec_o,age,race,from,goal,career,dining,gaming,clubbing,reading,shopping,Sports,Art,Musique,TV_Cinema,cosine_similarity
603,383,0,404.0,1,0.16,23.0,2.0,1,27.0,2.0,Massachusetts,3.0,Director of Admissions,9.0,1.0,5.0,6.0,7.0,7.0,8.0,7.5,9.0,0.928
604,498,0,508.0,0,0.25,36.0,4.0,1,25.0,2.0,Baltimore,1.0,scientist,7.0,6.0,9.0,8.0,3.0,4.0,3.0,8.0,8.0,0.944
605,298,0,317.0,0,0.45,30.0,2.0,0,22.0,2.0,"Buffalo, NY",2.0,English Teacher,5.0,1.0,4.0,10.0,9.0,3.0,10.0,10.0,5.0,0.806
606,349,0,373.0,1,0.24,29.0,3.0,1,33.0,2.0,New York,1.0,Director of Training and Development,8.0,1.0,6.0,7.0,6.0,7.0,8.0,8.5,4.0,0.951
607,251,1,242.0,1,0.44,26.0,3.0,1,33.0,6.0,Israel,6.0,Am not sure,6.0,8.0,4.0,9.0,2.0,4.0,8.0,7.0,7.0,0.934
608,471,0,489.0,1,0.04,28.0,2.0,1,30.0,4.0,"California, New Jersey",2.0,physician,10.0,2.0,9.0,7.0,10.0,4.5,7.0,6.0,8.0,0.925
609,481,1,469.0,0,0.3,25.0,4.0,0,23.0,2.0,"Westchester County, N.Y.",2.0,English teacher,9.0,2.0,5.0,8.0,6.0,2.0,7.0,10.0,3.0,0.913
610,37,0,44.0,1,0.31,24.0,2.0,1,27.0,2.0,"Cincinnati, OH",2.0,Organizational Change Consultant,10.0,6.0,7.0,5.0,4.0,6.5,9.0,7.5,6.0,0.928
611,276,1,258.0,1,0.1,25.0,6.0,1,26.0,2.0,"New Hope, PA",2.0,Academia,9.0,3.0,6.0,9.0,2.0,4.0,8.0,6.5,2.0,0.891
612,170,1,152.0,0,0.63,27.0,4.0,0,28.0,4.0,India,1.0,Physician Scientist,8.0,3.0,1.0,9.0,4.0,5.0,8.0,7.0,8.0,0.933
613,219,1,208.0,1,0.58,25.0,1.0,1,26.0,2.0,Spain,1.0,Business,7.0,3.0,6.0,7.0,3.0,7.5,7.0,8.5,2.0,0.959
614,401,1,393.0,0,0.42,22.0,2.0,1,31.0,2.0,Germany,2.0,Consulting,8.0,2.0,5.0,5.0,7.0,6.0,8.0,10.0,1.0,0.898
615,84,0,105.0,1,0.17,25.0,1.0,1,32.0,3.0,spain,2.0,pharmaceuticals,9.0,1.0,9.0,9.0,5.0,6.0,9.0,9.0,1.0,0.912
616,242,0,250.0,1,0.67,25.0,6.0,1,26.0,3.0,uruguay,3.0,researcher in sociology,8.0,4.0,9.0,10.0,1.0,7.0,10.0,10.0,5.0,0.907
617,154,0,168.0,0,0.48,23.0,4.0,1,27.0,2.0,NYC,6.0,finance,8.0,1.0,6.0,8.0,3.0,7.0,6.0,6.0,7.0,0.971
618,298,0,318.0,0,-0.07,29.0,6.0,1,22.0,2.0,"Buffalo, NY",2.0,English Teacher,5.0,1.0,4.0,10.0,9.0,3.0,10.0,10.0,5.0,0.864
619,375,1,349.0,1,-0.17,33.0,2.0,1,27.0,2.0,Yugoslavia,1.0,Private Equity,8.0,2.0,7.0,5.0,7.0,4.0,4.0,4.5,6.0,0.934
620,316,1,294.0,1,0.2,30.0,4.0,1,25.0,2.0,Philadelphia,2.0,Investment banking,7.0,4.0,6.0,9.0,4.0,5.5,6.0,8.0,4.0,0.95
621,60,0,74.0,0,0.41,25.0,2.0,0,29.0,6.0,New Jersey,4.0,comedienne,9.0,1.0,5.0,5.0,5.0,4.0,5.0,7.5,2.0,0.925
622,405,1,386.0,0,0.79,26.0,2.0,0,30.0,1.0,New York City,4.0,Diplomat / Int'l civil servant,9.0,6.0,8.0,8.0,9.0,5.5,9.0,8.0,6.0,0.983
623,44,1,37.0,1,0.31,27.0,2.0,1,24.0,2.0,Israel,1.0,academia,7.0,6.0,7.0,8.0,6.0,8.5,8.0,4.5,1.0,0.928
624,97,1,77.0,1,-0.05,22.0,2.0,1,29.0,2.0,"Brooklyn, NY",2.0,Professor,3.0,1.0,5.0,8.0,3.0,6.0,3.0,5.0,7.0,0.887
625,396,0,408.0,1,0.28,24.0,3.0,1,25.0,4.0,Hawaii and Los Angeles,2.0,producer at a non-profit regional theatre,10.0,7.0,7.0,10.0,7.0,7.0,10.0,10.0,9.0,0.958
626,475,0,485.0,0,0.22,29.0,1.0,1,27.0,3.0,San Francisco,1.0,International Development,10.0,0.0,5.0,4.0,6.0,4.0,6.0,4.0,4.0,0.886
627,150,0,158.0,0,0.31,23.0,2.0,1,31.0,2.0,NYC,4.0,professor,5.0,1.0,5.0,7.0,2.0,7.0,3.0,4.5,1.0,0.841
628,200,0,217.0,1,0.65,26.0,2.0,1,25.0,2.0,Northern California,1.0,International Development,8.0,3.0,6.0,8.0,3.0,9.5,7.0,9.5,3.0,0.957
629,2,0,18.0,0,0.07,27.0,2.0,1,24.0,2.0,Alabama,1.0,law,10.0,5.0,8.0,10.0,3.0,3.0,8.0,7.5,2.0,0.822
630,151,0,173.0,1,0.09,22.0,2.0,1,28.0,2.0,"ottawa, canada",3.0,international development work,10.0,4.0,1.0,8.0,7.0,7.5,9.0,9.5,1.0,0.857
631,275,1,260.0,0,0.43,27.0,4.0,0,21.0,2.0,Siberia,2.0,Investment Banking,6.0,6.0,5.0,10.0,5.0,9.0,7.0,8.0,1.0,0.918
632,175,0,193.0,1,0.39,25.0,4.0,1,23.0,6.0,Ohio,2.0,Business,8.0,3.0,6.0,6.0,5.0,4.5,7.0,7.5,5.0,0.957
633,470,0,495.0,1,-0.18,32.0,6.0,1,29.0,4.0,south carolina,1.0,medicine,10.0,1.0,3.0,10.0,10.0,1.0,10.0,6.0,5.0,0.824
634,12,1,8.0,1,-0.11,25.0,2.0,1,22.0,2.0,England,1.0,Corporate Lawyer,8.0,3.0,5.0,6.0,5.0,7.0,6.0,8.0,7.0,0.929
635,217,1,195.0,1,0.01,27.0,2.0,1,26.0,2.0,Houston,5.0,Academic Physician,7.0,1.0,2.0,10.0,1.0,7.5,8.0,10.0,4.0,0.819
636,523,0,536.0,0,0.49,29.0,2.0,0,27.0,4.0,China,2.0,??,9.0,7.0,8.0,13.0,3.0,5.5,3.0,8.5,5.0,0.91
637,266,0,288.0,1,0.43,27.0,2.0,1,28.0,2.0,new york city,2.0,undecided,4.0,1.0,6.0,5.0,2.0,5.5,7.0,6.5,4.0,0.907
638,212,0,233.0,1,-0.3,29.0,4.0,1,27.0,3.0,New York City,1.0,Finance,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.5,8.0,0.971
639,442,1,432.0,1,-0.11,28.0,2.0,1,25.0,2.0,poland,4.0,tax lawyer,5.0,1.0,8.0,6.0,2.0,7.0,1.0,4.0,1.0,0.778
640,464,1,456.0,0,-0.43,29.0,4.0,0,33.0,4.0,Singapore,1.0,Management Consulting,7.0,5.0,9.0,3.0,2.0,5.5,3.0,7.0,7.0,0.869
641,174,0,189.0,0,0.22,27.0,6.0,0,29.0,4.0,Pennsylvania,4.0,Finance,6.0,4.0,6.0,8.0,6.0,5.0,8.0,9.0,4.0,0.959
642,410,1,396.0,0,-0.41,25.0,4.0,1,27.0,2.0,"Austin, TX",1.0,business,8.0,10.0,1.0,8.0,1.0,6.5,1.0,4.5,4.0,0.831
643,410,1,385.0,1,-0.35,25.0,2.0,1,27.0,2.0,"Austin, TX",1.0,business,8.0,10.0,1.0,8.0,1.0,6.5,1.0,4.5,4.0,0.797
644,530,0,550.0,0,-0.2,30.0,2.0,0,22.0,4.0,China,2.0,dont know yet,6.0,7.0,6.0,3.0,6.0,5.5,8.0,9.5,10.0,0.849
645,275,1,267.0,0,-0.48,26.0,4.0,0,21.0,2.0,Siberia,2.0,Investment Banking,6.0,6.0,5.0,10.0,5.0,9.0,7.0,8.0,1.0,0.795
646,549,1,522.0,1,0.29,22.0,2.0,1,28.0,2.0,Italy,1.0,General management/consulting,9.0,8.0,8.0,7.0,8.0,5.0,7.0,10.0,7.0,0.948
647,395,0,411.0,0,0.46,34.0,2.0,0,33.0,2.0,Los Angeles,3.0,writer/editor,10.0,1.0,8.0,9.0,7.0,5.0,8.0,8.0,4.0,0.923
648,135,0,140.0,1,-0.34,29.0,2.0,1,26.0,2.0,"sofia, bg",1.0,teaching,1.0,1.0,7.0,7.0,2.0,6.0,9.0,10.0,1.0,0.774
649,509,0,533.0,0,0.37,26.0,2.0,0,28.0,4.0,working,2.0,journalism,7.0,3.0,4.0,6.0,7.0,6.0,7.0,6.0,4.0,0.934
650,358,0,375.0,0,0.47,27.0,2.0,1,26.0,4.0,California and New York,1.0,Marketing or Strategy and Business Development,10.0,4.0,9.0,9.0,7.0,4.5,5.0,4.5,6.0,0.981
651,222,1,201.0,0,-0.41,25.0,2.0,0,27.0,2.0,Germany,2.0,Professor or Consultant,8.0,4.0,7.0,9.0,3.0,5.5,9.0,9.0,1.0,0.908
652,549,1,528.0,0,-0.51,29.0,3.0,0,28.0,2.0,Italy,1.0,General management/consulting,9.0,8.0,8.0,7.0,8.0,5.0,7.0,10.0,7.0,0.841
653,147,0,172.0,1,0.01,27.0,2.0,1,26.0,4.0,New York,5.0,Business,9.0,2.0,8.0,10.0,7.0,8.0,9.0,6.0,8.0,0.956
654,387,0,404.0,1,-0.06,23.0,2.0,1,25.0,2.0,New Jersey,2.0,School Psychologist,8.0,3.0,8.0,7.0,8.0,4.5,6.0,7.0,7.0,0.958
655,331,0,334.0,0,-0.51,29.0,4.0,0,34.0,2.0,New Jersey,1.0,Early Childhood Ed. - College/univ. faculity,6.0,2.0,1.0,9.0,4.0,7.0,7.0,9.0,7.0,0.83
656,256,0,287.0,0,0.64,22.0,4.0,1,24.0,4.0,Northern Virginia,2.0,Physician,7.0,5.0,5.0,5.0,9.0,5.5,6.0,8.0,8.0,0.947
657,293,1,257.0,0,0.26,24.0,2.0,0,28.0,3.0,Northern New Jersey,2.0,Pharmaceuticals/Consulting,10.0,6.0,8.0,9.0,6.0,6.0,8.0,8.0,9.0,0.913
658,482,1,467.0,1,0.12,24.0,2.0,1,30.0,2.0,Florida,2.0,Management Consulting,9.0,2.0,5.0,9.0,4.0,6.5,6.0,3.0,7.0,0.947
659,549,1,520.0,0,-0.1,28.0,6.0,1,28.0,2.0,Italy,1.0,General management/consulting,9.0,8.0,8.0,7.0,8.0,5.0,7.0,10.0,7.0,0.927
660,196,0,221.0,0,0.15,27.0,4.0,1,25.0,4.0,"Taipei, Taiwan",1.0,education,7.0,6.0,8.0,6.0,7.0,7.0,7.0,9.0,8.0,0.945
661,227,1,199.0,0,0.65,30.0,2.0,0,26.0,2.0,New York,2.0,corporate finance,10.0,6.0,5.0,10.0,5.0,4.5,8.0,6.0,8.0,0.938
662,34,0,48.0,0,0.43,22.0,2.0,1,21.0,4.0,SIngapore,1.0,Banking,7.0,4.0,7.0,7.0,7.0,6.5,4.0,7.0,6.0,0.937
663,233,1,205.0,0,-0.19,23.0,2.0,0,29.0,4.0,J.P. Morgan,1.0,banking,10.0,9.0,8.0,5.0,8.0,7.5,8.0,10.0,10.0,0.879
664,515,0,550.0,0,0.22,30.0,2.0,0,23.0,2.0,Kansas,1.0,Writer/journalist,9.0,3.0,8.0,9.0,5.0,9.5,9.0,8.5,10.0,0.931
665,175,0,185.0,0,0.56,25.0,4.0,0,23.0,6.0,Ohio,2.0,Business,8.0,3.0,6.0,6.0,5.0,4.5,7.0,7.5,5.0,0.973
666,446,1,430.0,0,0.14,22.0,4.0,0,28.0,3.0,"Bogota, Colombia",1.0,Finance,8.0,3.0,6.0,6.0,3.0,7.5,7.0,6.5,5.0,0.919
667,288,1,254.0,0,0.38,22.0,2.0,0,27.0,2.0,"Washington, DC",1.0,professor,8.0,4.0,4.0,9.0,2.0,4.5,5.0,6.0,5.0,0.941
668,491,1,469.0,1,-0.22,25.0,4.0,1,29.0,3.0,New Jersey,2.0,Investment Banker,9.0,7.0,9.0,8.0,9.0,9.0,8.0,8.5,2.0,0.934
669,530,0,552.0,0,0.01,25.0,2.0,0,22.0,4.0,China,2.0,dont know yet,6.0,7.0,6.0,3.0,6.0,5.5,8.0,9.5,10.0,0.862
670,549,1,516.0,1,0.49,27.0,4.0,1,28.0,2.0,Italy,1.0,General management/consulting,9.0,8.0,8.0,7.0,8.0,5.0,7.0,10.0,7.0,0.972
671,307,0,308.0,0,0.4,27.0,4.0,1,27.0,4.0,Virginia,5.0,Teacher,9.0,1.0,5.0,10.0,9.0,10.0,9.0,9.0,8.0,0.946
672,281,1,265.0,1,0.41,32.0,2.0,1,27.0,2.0,Russia,6.0,research,4.0,1.0,2.0,6.0,3.0,6.0,6.0,6.0,4.0,0.909
673,226,1,199.0,1,0.45,30.0,2.0,1,23.0,2.0,Pittsburgh,2.0,Entertainment/Sports,6.0,2.0,8.0,4.0,2.0,6.0,7.0,6.5,7.0,0.878
674,91,0,110.0,1,0.61,28.0,2.0,1,25.0,6.0,California,1.0,Lawyer,7.0,3.0,5.0,7.0,6.0,4.5,7.0,7.5,7.0,0.964
675,364,1,350.0,0,0.08,31.0,2.0,0,27.0,3.0,Miami,3.0,Consulting,9.0,5.0,1.0,9.0,8.0,6.0,4.0,5.5,7.0,0.93
676,416,0,425.0,0,0.42,28.0,2.0,1,25.0,3.0,Miami,6.0,Clinical Psychologist,8.0,1.0,8.0,7.0,4.0,5.0,6.0,7.5,7.0,0.984
677,233,1,206.0,1,-0.21,31.0,1.0,1,29.0,4.0,J.P. Morgan,1.0,banking,10.0,9.0,8.0,5.0,8.0,7.5,8.0,10.0,10.0,0.955
678,279,1,268.0,1,0.63,24.0,3.0,1,25.0,2.0,"Las Vegas, Nevada",3.0,Scientist,5.0,3.0,4.0,9.0,1.0,5.5,3.0,1.5,6.0,0.952
679,442,1,439.0,0,0.45,29.0,2.0,0,25.0,2.0,poland,4.0,tax lawyer,5.0,1.0,8.0,6.0,2.0,7.0,1.0,4.0,1.0,0.87
680,214,1,210.0,1,0.41,29.0,2.0,1,23.0,2.0,Philadelphia,1.0,Research Scientist,8.0,4.0,7.0,3.0,7.0,8.0,7.0,5.0,3.0,0.888
681,364,1,347.0,0,0.09,26.0,1.0,1,27.0,3.0,Miami,3.0,Consulting,9.0,5.0,1.0,9.0,8.0,6.0,4.0,5.5,7.0,0.788
682,499,0,508.0,1,-0.06,36.0,4.0,1,26.0,2.0,New York,5.0,Professor,9.0,1.0,8.0,9.0,5.0,1.0,9.0,10.0,6.0,0.837
683,15,1,9.0,1,-0.01,26.0,6.0,1,24.0,3.0,Miami,1.0,Lawyer,7.0,7.0,9.0,8.0,2.0,7.5,4.0,6.5,7.0,0.889
684,306,0,315.0,1,-0.21,27.0,2.0,1,22.0,4.0,Taiwan,1.0,professor in college,8.0,4.0,5.0,6.0,9.0,6.5,5.0,5.0,9.0,0.828
685,291,1,252.0,1,-0.16,28.0,3.0,1,27.0,4.0,New Jersey,1.0,doctor and entrepreneur,7.0,6.0,5.0,7.0,5.0,6.0,7.0,6.5,7.0,0.925
686,512,0,542.0,0,0.3,23.0,4.0,0,26.0,2.0,"Cambridge, MA",1.0,Actress,8.0,0.0,9.0,9.0,5.0,3.0,10.0,8.5,6.0,0.919
687,406,1,395.0,1,0.42,33.0,2.0,1,27.0,4.0,Minneapolis,1.0,Finance,9.0,6.0,6.0,7.0,2.0,6.0,7.0,8.5,7.0,0.921
688,16,1,5.0,0,0.06,21.0,2.0,1,25.0,2.0,Milan - Italy,1.0,research/financial industry,7.0,5.0,5.0,8.0,6.0,5.5,7.0,7.5,3.0,0.954
689,169,1,157.0,1,0.61,28.0,4.0,1,28.0,2.0,"Buffalo, NY",2.0,"Research scientist, professor",9.0,1.0,6.0,4.0,4.0,7.5,7.0,8.0,6.0,0.96
690,531,1,521.0,0,0.36,26.0,2.0,0,25.0,4.0,"BEIJING, CHINA",2.0,TEACHING,6.0,6.0,6.0,6.0,1.0,8.0,10.0,9.0,10.0,0.949
691,264,0,279.0,1,0.73,25.0,2.0,1,26.0,2.0,"Washington, D.C.",1.0,College Professor,5.0,1.0,5.0,9.0,2.0,6.5,7.0,4.0,7.0,0.953
692,376,1,347.0,0,0.56,26.0,1.0,1,25.0,4.0,los angeles,2.0,still wondering,10.0,7.0,3.0,3.0,9.0,4.5,6.0,5.5,9.0,0.868
693,530,0,539.0,0,0.08,22.0,2.0,0,22.0,4.0,China,2.0,dont know yet,6.0,7.0,6.0,3.0,6.0,5.5,8.0,9.5,10.0,0.955
694,310,1,297.0,1,0.57,21.0,2.0,1,25.0,2.0,NJ,1.0,?,7.0,8.0,5.0,9.0,5.0,3.0,6.0,5.5,8.0,0.939
695,21,0,43.0,0,0.43,24.0,2.0,0,21.0,4.0,New Jersey,6.0,Undecided,5.0,1.0,3.0,7.0,5.0,6.0,5.0,6.0,8.0,0.92
696,129,1,119.0,1,0.1,19.0,3.0,1,26.0,2.0,New Jersey,3.0,entrepeneur,9.0,2.0,6.0,9.0,4.0,7.0,4.0,6.0,4.0,0.942
697,179,0,185.0,0,0.41,25.0,4.0,1,30.0,3.0,California,1.0,academics,10.0,1.0,7.0,10.0,10.0,7.0,7.0,8.0,5.0,0.949
698,464,1,458.0,1,-0.33,29.0,4.0,1,33.0,4.0,Singapore,1.0,Management Consulting,7.0,5.0,9.0,3.0,2.0,5.5,3.0,7.0,7.0,0.813
699,163,1,153.0,1,0.49,28.0,4.0,1,26.0,2.0,Minnesota,4.0,college art teacher,4.0,1.0,1.0,8.0,2.0,3.0,8.0,5.0,2.0,0.876
700,230,1,201.0,1,-0.83,25.0,2.0,1,42.0,2.0,"Detroit, Michigan, USA",2.0,consulting,1.0,1.0,1.0,10.0,10.0,4.0,10.0,7.5,10.0,0.809
701,258,0,276.0,1,0.1,26.0,2.0,1,25.0,6.0,Seattle,1.0,Teacher,7.0,4.0,1.0,10.0,6.0,8.0,8.0,4.0,5.0,0.891
702,158,1,154.0,0,-0.26,27.0,2.0,0,23.0,2.0,NYC (Staten Island),4.0,"physicist, probably academia",6.0,7.0,6.0,8.0,5.0,3.0,5.0,6.5,6.0,0.907
703,405,1,382.0,0,0.46,28.0,2.0,0,30.0,1.0,New York City,4.0,Diplomat / Int'l civil servant,9.0,6.0,8.0,8.0,9.0,5.5,9.0,8.0,6.0,0.961
704,439,0,449.0,0,0.46,23.0,6.0,1,29.0,2.0,Baltimore,2.0,Bilingual Elementary School Teacher,9.0,1.0,7.0,9.0,6.0,7.0,8.0,9.0,6.0,0.925
705,67,1,56.0,0,-0.15,23.0,2.0,0,22.0,6.0,"Torrance, CA",6.0,Lawyer or professional surfer,7.0,4.0,4.0,6.0,2.0,5.0,6.0,9.0,9.0,0.872
706,255,0,278.0,0,-0.12,32.0,2.0,0,26.0,4.0,Maryland,1.0,nutrition and dental,6.0,2.0,5.0,6.0,9.0,5.0,6.0,8.0,7.0,0.935
707,130,1,119.0,1,-0.01,19.0,3.0,1,20.0,4.0,"India, Holland",1.0,don't know,8.0,5.0,7.0,6.0,6.0,7.0,2.0,5.5,2.0,0.952
708,458,0,464.0,1,-0.33,33.0,4.0,1,29.0,4.0,Hong Kong,1.0,Entrepreneurship,10.0,3.0,6.0,9.0,10.0,9.0,8.0,2.5,7.0,0.813
709,373,1,351.0,1,0.09,35.0,4.0,1,29.0,3.0,Costa Rica,2.0,Business Consulting,8.0,5.0,9.0,8.0,8.0,5.0,6.0,7.0,4.0,0.903
710,363,1,348.0,1,0.05,21.0,4.0,1,23.0,4.0,"nashville, TN",3.0,investment banking,10.0,6.0,9.0,7.0,8.0,6.5,5.0,6.0,5.0,0.927
711,523,0,539.0,0,-0.05,22.0,2.0,0,27.0,4.0,China,2.0,??,9.0,7.0,8.0,13.0,3.0,5.5,3.0,8.5,5.0,0.908
712,144,0,170.0,0,-0.06,28.0,4.0,0,23.0,2.0,PA,1.0,research,6.0,3.0,7.0,7.0,7.0,6.5,6.0,8.5,7.0,0.919
713,262,0,278.0,0,0.14,32.0,2.0,1,29.0,2.0,"Warsaw, Poland",6.0,Who knows,7.0,1.0,3.0,10.0,1.0,7.5,3.0,6.5,7.0,0.891
714,95,1,93.0,1,-0.57,29.0,2.0,1,26.0,2.0,Long Island,1.0,Business - Investment Management,6.0,6.0,4.0,7.0,3.0,4.5,4.0,9.0,10.0,0.885
715,227,1,202.0,0,0.46,22.0,2.0,0,26.0,2.0,New York,2.0,corporate finance,10.0,6.0,5.0,10.0,5.0,4.5,8.0,6.0,8.0,0.947
716,506,1,496.0,0,0.74,23.0,4.0,0,24.0,4.0,California,1.0,Finance,7.0,2.0,4.0,9.0,2.0,6.0,7.0,5.0,4.0,0.949
717,297,0,316.0,1,0.19,25.0,2.0,1,21.0,2.0,Texas,2.0,Literacy Organization head/ Director of Development for non-profit,8.0,3.0,5.0,10.0,8.0,5.5,10.0,8.0,8.0,0.96
718,326,0,338.0,1,0.48,27.0,6.0,1,36.0,1.0,"Westchester, new York",2.0,Educator,8.0,2.0,6.0,9.0,10.0,2.5,8.0,10.0,6.0,0.911
719,450,1,439.0,0,0.21,29.0,2.0,0,25.0,2.0,Singapore,2.0,Diplomat,9.0,9.0,3.0,5.0,5.0,9.0,9.0,9.5,7.0,0.898
720,432,0,445.0,1,-0.08,30.0,2.0,1,28.0,2.0,"Hastings-on-Hudson, NY",4.0,Social Worker,10.0,1.0,6.0,6.0,5.0,3.5,10.0,7.5,4.0,0.88
721,149,0,173.0,1,0.15,22.0,2.0,1,28.0,2.0,Minneapolis,1.0,Professor and Government Official,8.0,3.0,6.0,6.0,9.0,8.0,8.0,8.5,6.0,0.938
722,378,1,350.0,0,0.25,31.0,2.0,0,29.0,2.0,Wisconsin,6.0,Finance Related,5.0,1.0,8.0,7.0,5.0,5.5,4.0,6.5,5.0,0.94
723,138,1,136.0,1,0.0,26.0,,1,32.0,2.0,"Greenwich, CT",1.0,investment banking,8.0,7.0,7.0,9.0,6.0,4.5,6.0,5.5,9.0,0.961
724,219,1,207.0,1,0.1,23.0,2.0,1,26.0,2.0,Spain,1.0,Business,7.0,3.0,6.0,7.0,3.0,7.5,7.0,8.5,2.0,0.861
725,334,1,325.0,0,-0.18,30.0,3.0,1,29.0,4.0,New York/South Korea/Japan,1.0,Healthcare,9.0,6.0,8.0,5.0,8.0,7.0,8.0,4.0,5.0,0.938
726,278,1,269.0,0,0.64,24.0,2.0,0,32.0,2.0,"boston, ma",1.0,research/academia,9.0,5.0,8.0,9.0,5.0,6.5,9.0,9.0,5.0,0.941
727,109,1,90.0,1,0.4,23.0,4.0,1,25.0,4.0,Hong Kong,1.0,film,10.0,2.0,2.0,10.0,5.0,2.0,10.0,10.0,5.0,0.923
728,1,0,20.0,0,-0.36,24.0,2.0,0,21.0,4.0,Chicago,2.0,lawyer,9.0,1.0,5.0,6.0,8.0,6.5,1.0,9.5,9.0,0.83
729,123,1,115.0,0,0.07,21.0,2.0,0,18.0,4.0,Louisiana,2.0,Cardiologist,8.0,5.0,6.0,2.0,7.0,6.5,2.0,7.0,7.0,0.784
730,253,0,291.0,0,0.09,27.0,4.0,1,33.0,4.0,Japan,2.0,researcher/academia,8.0,1.0,6.0,10.0,7.0,5.0,10.0,7.0,7.0,0.948
731,522,0,546.0,1,-0.16,30.0,2.0,1,22.0,2.0,Pennsylvania,1.0,Assistant District Attorney,7.0,3.0,7.0,9.0,5.0,4.5,9.0,7.0,8.0,0.774
732,307,0,317.0,1,0.31,30.0,2.0,1,27.0,4.0,Virginia,5.0,Teacher,9.0,1.0,5.0,10.0,9.0,10.0,9.0,9.0,8.0,0.827
733,195,0,221.0,0,-0.21,27.0,4.0,1,27.0,2.0,"Rochester, NY",1.0,professional student,8.0,9.0,8.0,10.0,5.0,8.0,5.0,4.5,4.0,0.924
734,522,0,536.0,0,0.57,29.0,2.0,0,22.0,2.0,Pennsylvania,1.0,Assistant District Attorney,7.0,3.0,7.0,9.0,5.0,4.5,9.0,7.0,8.0,0.981
735,489,1,478.0,1,-0.07,26.0,2.0,1,28.0,2.0,Greece,3.0,Business,9.0,9.0,9.0,6.0,6.0,6.5,9.0,8.0,7.0,0.912
736,272,0,291.0,0,-0.04,27.0,4.0,1,25.0,2.0,New York,2.0,Social Work,10.0,6.0,8.0,9.0,9.0,7.5,9.0,9.5,9.0,0.99
737,521,0,548.0,1,0.1,30.0,2.0,1,26.0,2.0,Salt Lake City,1.0,Exec. Director of social service non-profit,8.0,7.0,5.0,8.0,6.0,7.5,8.0,8.0,7.0,0.918
738,349,0,369.0,0,0.46,25.0,2.0,0,33.0,2.0,New York,1.0,Director of Training and Development,8.0,1.0,6.0,7.0,6.0,7.0,8.0,8.5,4.0,0.874
739,221,1,199.0,1,0.29,30.0,2.0,1,27.0,4.0,India,2.0,Investment Banking,7.0,3.0,7.0,8.0,4.0,3.5,6.0,4.0,7.0,0.95
740,77,0,102.0,0,0.0,32.0,2.0,0,22.0,2.0,Minnesota,1.0,Social Worker,9.0,3.0,6.0,6.0,7.0,8.5,9.0,10.0,6.0,0.925
741,318,1,302.0,0,0.13,21.0,2.0,0,29.0,6.0,"Ottawa, Canada",2.0,"Corporate Finance, Asset Management/ Hedge Funds",6.0,7.0,7.0,7.0,7.0,7.5,5.0,6.5,6.0,0.981
742,165,1,152.0,1,0.62,27.0,4.0,1,30.0,2.0,Detroit,3.0,Writer,6.0,1.0,1.0,10.0,2.0,2.5,7.0,5.0,8.0,0.886
743,315,1,306.0,1,-0.21,22.0,4.0,1,27.0,2.0,way too little space here. world citizen.,3.0,Academia or UN,8.0,2.0,8.0,7.0,2.0,5.0,8.0,7.0,2.0,0.828
744,535,1,515.0,1,-0.19,23.0,2.0,1,23.0,2.0,Maryland,1.0,Science,7.0,8.0,8.0,8.0,5.0,4.0,6.0,8.5,6.0,0.931
745,532,1,511.0,0,-0.45,23.0,4.0,1,26.0,4.0,California,1.0,ASIC Engineer,8.0,8.0,6.0,9.0,5.0,5.0,6.0,6.5,8.0,0.929
746,243,1,242.0,1,0.31,26.0,3.0,1,27.0,2.0,"Portland, Oregon",2.0,Professor,9.0,7.0,3.0,9.0,6.0,6.0,5.0,8.0,5.0,0.9
747,483,1,470.0,0,0.64,29.0,4.0,0,28.0,2.0,Romania,6.0,professor,10.0,1.0,1.0,10.0,10.0,7.5,10.0,10.0,5.0,0.946
748,388,0,406.0,0,0.23,27.0,4.0,1,24.0,2.0,"San Francisco, CA",2.0,School Counseling,7.0,3.0,4.0,7.0,6.0,6.0,3.0,6.0,6.0,0.937
749,337,1,325.0,1,0.37,30.0,3.0,1,28.0,2.0,"Dallas, Texas",1.0,Civil Engineer,8.0,4.0,6.0,7.0,4.0,6.5,7.0,6.5,8.0,0.985
750,98,1,76.0,0,0.24,34.0,2.0,0,39.0,2.0,"Cincinnati, Ohio",4.0,University Professor,7.0,1.0,7.0,7.0,2.0,7.5,3.0,7.0,8.0,0.93
751,78,0,109.0,1,0.59,25.0,4.0,1,23.0,3.0,Ohio,2.0,Counseling Adolescents,7.0,1.0,3.0,9.0,5.0,8.0,9.0,8.0,3.0,0.937
752,204,0,225.0,0,0.08,28.0,3.0,1,26.0,2.0,Texas & Boston,3.0,marketing / brand management,9.0,1.0,9.0,8.0,10.0,8.0,10.0,5.5,5.0,0.908
753,514,0,532.0,0,-0.04,26.0,4.0,1,23.0,2.0,New York,2.0,teacher and performer,7.0,2.0,1.0,8.0,6.0,6.0,10.0,9.5,6.0,0.89
754,186,1,180.0,0,0.34,24.0,4.0,0,24.0,4.0,Kansas,1.0,Professor,9.0,1.0,1.0,6.0,6.0,4.5,4.0,8.0,7.0,0.901
